id,prenom,id_espece,id_parent,date_naissance,date_mort,lieu_naissance
140,Baiendy,421,,19.078222413755885,39.27994761979183,58
141,Elrisluth,570,23.0,19.173116308804346,57.13638873236658,205
142,Aseranydd,586,16.0,19.265570525007167,36.303400520584816,68
143,Dainarryerry,167,,19.26921448989336,52.328059380434695,507
144,Horcamsa,407,,19.303318637043542,37.384386567813536,604
145,Jastartheth,18,43.0,19.32047975938955,55.45378254232426,407
146,Sarrethbin,617,36.0,19.330661482465516,52.674799832157085,413
147,Inontaller,71,37.0,19.363881928202023,39.136063747424345,567
148,Jarasccar,440,38.0,19.380208340174605,38.633479584313434,27
149,Yarornro,536,,19.491104124245386,40.32300091977139,439
150,Calenese,171,,19.49987767664506,62.6292440857674,493
151,Harrolene,78,3.0,19.51931573691558,49.57494185808412,237
152,Pasarorn,244,,19.561959405756667,56.23444601160402,405
153,Adralinyth,406,,19.5947378564543,42.241186906650185,170
154,Graveomarty,510,70.0,19.673646514811594,57.78761382787742,187
155,Chararikwar,484,40.0,19.854197791817477,54.31082135401795,500
156,Naender,148,80.0,19.875388330918994,52.591301195100115,15
157,Pavleneart,572,10.0,19.892329420437132,45.81923668496111,572
158,Pasronlir,194,83.0,19.906943523500534,35.923405008045926,396
159,Norquineastar,194,83.0,19.906943523500534,54.529160425024415,529
160,Plaglyarth,618,,19.940789552066494,39.937863827475425,582
161,Houlorngayn,564,93.0,19.98599814224597,56.94075201291521,562
162,Verderwarne,564,93.0,19.98599814224597,58.311032932700826,600
163,Winqueter,418,,20.193318346162147,63.44694156099179,227
164,Graedus,589,79.0,20.23311800208637,62.54898051791396,135
165,Kilazart,18,,20.326986961498285,49.04769277756202,520
166,Plaggarylin,483,,20.368845369633792,58.397825934942375,248
167,Quarnegayner,189,11.0,20.573014998381304,42.91286521596245,493
168,Ryrathyn,344,55.0,20.745942964079717,42.620141875122414,169
169,Obrercar,419,42.0,20.793074007361255,55.72203153689574,535
170,Nevquearyn,148,32.0,20.84403913646422,53.8878935469361,598
171,Jarrethart,215,63.0,20.854807983601106,48.15474066867296,203
172,Mirerisean,178,84.0,21.207921347743728,48.14931796134185,505
173,Brendaldric,197,35.0,21.29647488515564,46.91600485224966,170
174,Galaoand,380,105.0,21.482493474528404,65.28981406921145,618
175,Forantel,78,107.0,21.562210155327286,49.08513633152858,73
176,Zelimond,168,45.0,21.6148623364923,51.52652034786245,197
177,Kedoreldan,506,76.0,21.62504947571438,59.411199838761135,10
178,Yalzaneera,386,,21.68975588461528,52.84191634510414,532
179,Bintheenyn,18,90.0,21.70982992028611,45.355028687747804,138
180,Vastery,147,22.0,21.82077585292968,56.327959340077555,248
181,Pascarnane,554,51.0,22.046938482873017,62.46749506216554,447
182,Yalwaren,245,,22.060796108000414,57.98598784714727,85
183,Krenaneyd,62,,22.069504906870396,62.723944017286996,544
184,Ashanegeth,24,89.0,22.12794868889255,64.97712503161519,420
185,Starervarn,197,91.0,22.12881177661141,39.254912923991796,392
186,Nistgaryr,184,,22.297250800148603,38.497967543355585,121
187,Maryar,448,71.0,22.342316387333824,65.59425985822702,594
188,Vastyna,66,,22.343957845105443,48.61655712340266,175
189,Dainunwarne,189,118.0,22.645509469573195,46.87504936081324,543
190,Ocsenecarn,602,,22.718849459136713,47.665129672045715,150
191,Nytunycath,78,3.0,22.77206581371933,52.1768271029929,18
192,Saldlirel,617,36.0,22.796881383356762,47.11376132851216,556
193,Noridgeth,71,73.0,22.80350389206105,56.667480862025855,241
194,Astirad,252,,22.808971875868465,46.16158297972092,30
195,Shyianbin,385,,22.881720006133932,44.837356122830656,416
196,Diraris,562,,22.89796392744491,49.56770767629469,377
197,Ersumealdy,188,,23.125140855568404,61.247287298254996,549
198,Iastyne,484,40.0,23.174423257654816,63.45801656565665,441
199,Browsumearyne,181,,23.288855226750528,54.04816897357017,388
200,Ashascgant,71,67.0,23.337384488202186,51.689401954659765,620
201,Hobascwarne,606,66.0,23.35430308002566,68.35066493759649,403
202,Shotiansene,148,108.0,23.35870739724493,64.67105185707312,536
203,Chigoldan,553,50.0,23.403724399019154,67.57927340992771,560
204,Corcarnak,40,44.0,23.447853086008024,56.18019129878432,593
205,Quarnewarneydd,586,16.0,23.476762921638574,58.78932675170051,566
206,Valientha,493,86.0,23.558047806998847,54.757485128511306,344
207,Baeewmel,586,128.0,23.617287033907772,67.35950872931907,417
208,Elom,239,,23.687498756008317,62.41331325855668,25
209,Aslocyn,237,121.0,23.757482112653314,53.4871195047798,559
210,Ruskcheaner,446,59.0,23.79531690491324,67.77089135149606,18
211,Quererse,572,10.0,23.912510455056534,48.93946073925487,511
212,Kuvsenerik,584,,24.006134869873254,48.139551630505736,490
213,Nautonris,586,95.0,24.026979825610816,67.9293916412229,596
214,Geldyis,570,23.0,24.10756173536082,68.832133965153,20
215,Aferaldric,564,93.0,24.11952853721337,63.37801424674164,233
216,Kaelimar,501,,24.158114336339096,41.363040854975594,234
217,Marvalerazer,554,119.0,24.160345633464495,65.17002440819431,201
218,Obayneain,494,74.0,24.26683239703656,63.25103380027859,486
219,Legiracan,407,144.0,24.321123864380052,47.336360267550745,224
220,Yastarer,250,47.0,24.35306710499139,59.649801307157205,576
221,Welamond,562,,24.417421769017842,64.91275221050586,403
222,Nyynsume,148,32.0,24.461975032250745,51.92585296515123,529
223,Haurwartyin,414,,24.601373482514855,56.260678705784926,549
224,Forarnylene,349,,24.601655167254677,50.15849564616378,346
225,Diranealen,2,,24.66511764596968,57.27611069949561,559
226,Marloccath,189,11.0,24.76314182962318,47.10786409785433,551
227,Martayneoller,194,,24.840303783965656,65.5730802505486,86
228,Nunastor,498,,24.87731532426014,62.63984414009258,576
229,Aelarneris,406,153.0,24.917249651703298,51.9703109608412,533
230,Quermelgant,22,,24.993546554184466,62.76080023815413,425
231,Baronalen,136,104.0,25.0614112494704,68.13693392693726,161
232,Dirastquine,419,42.0,25.12393051612503,55.390048951005326,379
233,Geldisere,586,142.0,25.174574824258496,64.89949814071993,448
234,Rylecoddert,70,53.0,25.341659513244473,51.0300062855425,409
235,Nunakyne,191,61.0,25.362713082199917,42.21826962103643,64
236,Kaonter,18,145.0,25.394580561396612,62.90515953960379,561
237,Legareand,87,,25.408564189287496,64.24845296388827,546
238,Haurartyon,601,,25.43467223419159,50.486068504677306,204
239,Bayyyd,121,117.0,25.45320809245284,53.469848119648574,510
240,Nautollerun,59,87.0,25.48392675067175,49.73343938512502,215
241,Iakazer,483,,25.561278807698386,52.408113820109364,505
242,Melaand,189,,25.601622933815648,52.73087593577429,606
243,Variansene,189,118.0,25.64758361383847,58.8966766640339,495
244,Kedaunidd,561,,25.720105527187908,53.06788057432085,606
245,Haurinair,423,,25.729937009089177,44.056843405484685,562
246,Ocardobard,557,,25.7746403122751,46.98176841168895,201
247,Zolinarik,78,151.0,25.7989881832808,53.44229896214529,27
248,Saldomluth,204,,25.884926182423673,63.77502203503238,591
249,Tyornen,25,,26.078625695636003,64.27133692047171,347
250,Odasamro,419,101.0,26.161625430311318,42.9297897454973,8
251,Gravearnyasty,23,92.0,26.209960461530294,47.140812248942694,122
252,Skalereane,197,35.0,26.267926634813,42.61309654069355,415
253,Ashazeryn,193,,26.381522673431768,57.329926698275415,348
254,Nealdric,606,,26.4011672378879,60.300955391182825,543
255,Urlinse,380,105.0,26.438840311946745,57.07686465878409,605
256,Nuntakoller,506,76.0,26.588960054739005,55.071454426590776,65
257,Sevelia,148,156.0,26.775143676575233,44.83692064503473,179
258,Loraynero,588,,26.77570740080104,60.76154421363113,490
259,Droif,140,99.0,26.79968966404251,61.29295244362353,189
260,Galilamar,237,121.0,26.875912420969982,59.46843060316065,354
261,Aroaf,418,163.0,26.88154196929019,53.07895090639948,580
262,Perallerel,27,,26.900438369720646,47.864409404415554,203
263,Arcuthcarn,553,50.0,26.923089073673122,45.1498943667664,377
264,Harnalis,215,171.0,26.954158293255936,52.406311409574045,393
265,Barartmel,610,,26.959743496921362,68.27386962365438,393
266,Barmelquine,606,66.0,26.9705826385965,68.43963458682485,515
267,Arjuinchean,221,,27.16164519662595,69.49906057509747,355
268,Nerawyn,570,23.0,27.30978056718568,49.208698926425356,136
269,Wybinel,494,74.0,27.34791987398526,50.78408474259899,353
270,Alendadric,78,78.0,27.407167163088893,69.05343950903423,380
271,Drealath,411,103.0,27.464926773259073,59.55213828626395,574
272,Dweran,421,,27.505808607381223,65.37598559519974,68
273,Houlakta,617,36.0,27.505880405014636,71.48889235654848,512
274,Hardynik,72,,27.525375447692713,50.14220701593456,82
275,Lariremar,190,85.0,27.69885820192915,59.6183568434234,551
276,Bayquein,40,44.0,27.707928927760857,67.04034683166844,161
277,Odasairlene,148,108.0,27.726879321515916,65.6428712017674,352
278,Rybinan,436,120.0,27.981425355207506,52.869927133236246,438
279,Haithdothern,197,173.0,27.99785938443673,68.71982029488208,192
280,Bararyner,194,158.0,28.01001576391264,66.49859064103205,575
281,Kollirtyn,432,,28.012847741246183,64.5463530347239,417
282,Saldrathgayn,101,131.0,28.08076605694956,51.9522602077111,189
283,Marwatyr,562,196.0,28.094252579471927,43.6449526572013,404
284,Azanil,398,,28.102262746182994,63.865219693219245,147
285,Drasgethsume,189,11.0,28.134626323677765,69.38411573930904,425
286,Ashartere,18,165.0,28.17581155490869,57.02254621913963,351
287,Ethiraloth,168,,28.26575829583672,48.025963492288554,353
288,Gearvarn,148,170.0,28.297581757881233,56.86866122899284,531
289,Flaraneime,534,,28.29901399506153,51.275382818007365,552
290,Harabarnyil,205,,28.402780760868353,61.009380172680544,583
291,Onotram,536,149.0,28.423267632646755,44.96073747956934,181
292,Jastazerin,420,,28.42441877465982,58.039998925106396,376
293,Haithontaller,406,153.0,28.476549232120504,47.46170306211539,229
294,Dirtakwar,64,102.0,28.52463522665614,44.85835997398558,375
295,Vadereorn,486,,28.54299694867908,67.20277460512031,515
296,Haurvarnene,149,,28.562031247605567,51.508869894412314,416
297,Tralarikel,184,,28.572226534569246,68.10810551367155,557
298,Belaene,572,10.0,28.598536452722495,56.00983689823646,59
299,Martzaneil,78,191.0,28.662474698849064,73.02610550300354,512
300,Hararnewarty,252,59.0,28.670148904374372,49.82385545592598,614
301,Eltakydd,194,,28.67232561660751,67.56758401168429,70
302,Wearnroel,403,,28.761769230608568,55.54910510417611,424
303,Aldollerwar,430,133.0,28.8501321726225,50.58645338496473,442
304,Kopsumeian,445,,28.956828247670817,67.63748371732268,597
305,Belmelalen,419,42.0,28.99387058993124,49.98250816963455,419
306,Nyersene,74,,29.146096046111293,58.09377078782785,534
307,Alerinydd,496,,29.176387346539347,67.74868626786758,217
308,Urinney,433,111.0,29.211898514873994,58.11798721597505,505
309,Eranane,573,,29.261456412533192,67.9317073510113,403
310,Edaumond,493,206.0,29.29154465733563,68.80929695142567,217
311,Jarallernyd,18,145.0,29.405159125669798,54.991990519952644,85
312,Nistonsume,586,213.0,29.522446386984193,51.995865748252335,236
313,Andquentchean,566,,29.60043699234133,56.2623827330115,141
314,Barquean,484,,29.777991335292242,45.77585116935952,197
315,Delynta,483,166.0,29.839148487419,65.70170800175917,533
316,Geassume,29,,29.864761307330447,67.29908185610908,225
317,Kolaynear,189,118.0,29.882146423615698,67.91511528361873,229
318,Napereert,59,87.0,29.981888756100222,56.94106804352076,519
319,Raldgayname,433,123.0,30.024629952519508,70.30987415009264,349
320,Eowaucan,148,156.0,30.04601671741429,56.927810511485774,425
321,Sarquentair,606,66.0,30.09520330601909,45.71026675272931,382
322,Uldarneere,244,152.0,30.15435020193872,57.67790771878617,249
323,Nucan,419,101.0,30.238159575637784,53.28356034349364,66
324,Diriler,171,,30.529452865035466,62.69854518385816,517
325,Shotarnyeth,448,187.0,30.542009519785466,68.06870416442112,75
326,Clauneaslene,440,148.0,30.563379050531005,68.11091035644782,66
327,Narathly,214,122.0,30.667618625918294,73.83802972570317,545
328,Kirimque,421,,30.670570985641234,48.66287690703032,606
329,Yarornance,561,244.0,30.74177541538539,58.48531141515943,432
330,Valynquine,66,188.0,30.77572232296545,67.31796416399999,353
331,Asilgine,602,114.0,30.81105345235561,69.49558267585965,224
332,Pesiamere,148,108.0,30.847866081199584,63.12623558864726,159
333,Starornalen,572,113.0,30.890465148972908,60.72835877172093,178
334,Starsumelyn,618,160.0,30.89274978094042,57.20625381758786,70
335,Yelap,18,179.0,30.904151097321716,47.952013476760335,399
336,Tesdararth,444,139.0,30.977598186716893,72.37701013719744,209
337,Aelqueer,434,115.0,30.997423051252277,48.24059364441841,150
338,Gerach,181,116.0,31.033103605920065,71.39510013241055,158
339,Rycheanasty,234,,31.036819595524932,60.895844533930784,172
340,Horaschean,194,158.0,31.13235642131272,71.07619777641992,529
341,Eraleneas,194,158.0,31.13235642131272,55.48670661382751,529
342,Arilanad,140,99.0,31.152475907450054,75.40473124705863,581
343,Rosterris,617,36.0,31.180031068077554,70.86575601614318,228
344,Sarwatis,87,237.0,31.199967274400194,60.47902696116021,149
345,Synwartygeth,40,204.0,31.241289395923978,58.70536992752545,423
346,Querrasvarn,147,180.0,31.268698714629004,75.74297614444441,74
347,Hauriamere,494,74.0,31.278180421411626,48.20469260390278,354
348,Harabcamin,506,76.0,31.34616035380131,41.09942586839515,225
349,Adader,532,136.0,31.417157233062206,59.024958154788294,503
350,Rycheanro,83,,31.430983279650338,66.7260272395005,518
351,Chiesomacy,570,23.0,31.625377595828763,53.2944343353894,448
352,Yasquentim,241,,31.640704020283128,65.30287757166151,229
353,Varienor,385,195.0,31.69216797293704,47.664108827237975,199
354,Caaynesene,553,50.0,31.70337483379292,58.67392813662542,198
355,Drasarel,155,,31.742911307593303,51.59030566303022,100
356,Saldrois,148,170.0,31.750838548876576,52.11839041179563,199
357,Rird,24,184.0,31.78478749268951,76.02855150967675,399
358,Nistsumey,237,121.0,31.787923874321304,55.92281151568392,532
359,Tesoralen,40,44.0,31.799916286770994,48.34291693061404,172
360,Rylecodddal,101,131.0,31.897993857587153,58.433079398798014,189
361,Plagarnewat,344,168.0,32.00551892173709,59.276329686977135,447
362,Caairain,484,155.0,32.05728657488162,49.495508649382124,376
363,Ryornly,189,242.0,32.10333812647169,58.68480006100294,433
364,Haurgantvaler,554,181.0,32.21507627279922,67.81497558648508,558
365,Yasyneant,407,219.0,32.23506857078655,65.13990550033303,229
366,Kopidastar,411,103.0,32.246502712058415,74.760403449504,581
367,Scaunacyiel,140,259.0,32.25145719138376,54.60695087689351,348
368,Sartynean,76,132.0,32.27142418386419,69.4588688574964,16
369,Ralayndar,536,149.0,32.308613397725296,66.67417173723234,618
370,Tarlyngant,152,,32.40295833676622,53.38995997595467,415
371,Asaeldan,23,251.0,32.475030461906194,52.2530945782584,619
372,Marertwat,237,209.0,32.488890276643026,66.63585995209688,590
373,Zolollertuny,70,234.0,32.51989824782605,71.96000842501431,546
374,Artidcar,151,,32.59149369739796,52.74179775599798,408
375,Belcathil,406,153.0,32.60086526082317,57.031236118298835,237
376,Sarairy,77,137.0,32.62816843754193,73.3494976947823,400
377,Paninere,564,135.0,32.637269103410354,69.96250815580473,415
378,Sarendayn,583,,32.64808120067874,77.57077419474255,601
379,Yalaserry,433,111.0,32.65347316132023,47.963158776122,351
380,Shyonan,586,213.0,32.79261761232549,75.76489872734022,216
381,Erarnbin,394,,32.797819169706045,49.057992454787694,219
382,Sararthane,564,161.0,32.80959471663766,72.01172962278048,241
383,Jerauli,197,173.0,32.89308376331815,52.42452484010864,138
384,Priwyn,167,143.0,32.90218901719555,77.66874431771099,207
385,Azirta,78,191.0,32.92036812906196,75.53939561388037,502
386,Lorwatnyd,200,,32.92151430522113,59.9418021464667,387
387,Hargaral,617,,32.93662073075861,53.83410661126524,498
388,Calsumegeth,593,,33.03143798002347,77.59883038098977,566
389,Bartergant,203,,33.05377632274556,54.24277318935523,594
390,Caimer,483,241.0,33.2303326630797,72.76135475472522,411
391,Kolcarnjuin,71,147.0,33.2360055151365,73.37379867803101,189
392,Charazwar,570,141.0,33.33606079097899,51.366056821791034,383
393,Lasquearik,197,252.0,33.416385677862436,75.82642827307554,436
394,Draslocdal,184,,33.43476993425939,58.08128071686529,438
395,Kirdyin,5,,33.44252671551219,60.93428616382975,72
396,Chyanwarty,136,231.0,33.491064436540384,70.64675338716711,78
397,Koprongant,136,231.0,33.491064436540384,58.0426556427363,22
398,Bayayneber,224,,33.55765482305944,62.58523495012439,510
399,Estrathere,217,,33.66367682385615,68.27560950700675,573
400,Bararnik,572,211.0,33.72339815984688,57.17395749490193,19
401,Yasinarne,189,189.0,33.72868203133871,49.39616713109624,528
402,Obbinun,421,140.0,33.82574642430108,57.43025711246818,207
403,Calerryasty,252,194.0,33.83706422236415,55.474209691246564,572
404,Browquinealen,194,280.0,33.85406026544295,49.12724133256246,607
405,Valdroer,419,101.0,33.862938633224495,72.1523878986797,543
406,Nortanene,386,178.0,33.86711733755005,57.11639664987808,530
407,Calcatheth,444,139.0,33.987759217832625,77.1287964173192,384
408,Odasyyn,71,193.0,34.02335925875311,52.60934202233368,397
409,Belontchean,494,218.0,34.04459286094823,58.15822136032745,244
410,Rostarras,351,,34.16083557914389,70.59109323422004,215
411,Plagiamis,606,254.0,34.173706691708745,63.152632535287196,244
412,Geldcathcarth,404,,34.182044335915066,78.32715200101723,224
413,Lorianarik,62,,34.26970704255409,74.78455199290434,121
414,Uldiamien,564,162.0,34.33679689619483,61.150353436092324,354
415,Harafyn,349,224.0,34.34210465592952,65.80676322215984,444
416,Adwardolgrin,75,,34.35997269836179,61.06843127182866,567
417,Norzaneart,510,154.0,34.364483599440035,57.164134433760424,140
418,Korlinaryne,171,150.0,34.40880423535939,73.02278906562665,215
419,Vardothere,506,256.0,34.522144586095166,57.53670786879454,141
420,Dartyneont,181,199.0,34.581447935299344,72.76953505462794,607
421,Azaryneer,483,166.0,34.66002675570506,51.60284248088702,504
422,Drascartharth,189,226.0,34.68720562313537,54.928073919810004,422
423,Ardarnyel,493,,34.803206490846975,57.28149190360946,537
424,Bayfynun,237,,34.8496989871359,52.53838636453514,149
425,Wyontydd,570,268.0,34.91479588119819,76.75286518073169,225
426,Inyty,229,,35.00321088495993,51.67613120998554,148
427,Delcaradyr,434,115.0,35.05071761673541,56.08710351862459,11
428,Wuder,237,260.0,35.0623488530826,69.1971251294205,173
429,Elynnik,536,291.0,35.07373527339632,50.78269896836276,441
430,Nunvalerarth,419,169.0,35.0883532685275,66.12006907445438,378
431,Horrethalen,18,179.0,35.09884857255551,69.06450336324984,8
432,Vardianil,564,215.0,35.11220092281774,55.39636923143307,546
433,Aaliloth,493,310.0,35.183824195336484,63.01803523633774,213
434,Acelatlan,531,,35.22831300282141,67.78255297242153,179
435,Chiet,147,180.0,35.294523928452236,67.7205400642024,400
436,Edalidric,433,319.0,35.398546537977246,56.81564179933835,530
437,Nevtanart,140,99.0,35.45704670903323,51.98329255879483,555
438,Aoir,573,309.0,35.47747902998412,56.94794230829194,247
439,Harainras,23,251.0,35.48938037784021,63.94111697608397,411
440,Sarainney,66,188.0,35.50980964127931,62.05470066314627,506
441,Onirecred,591,,35.52880186267251,61.197379909552325,507
442,Cagaryvaler,506,177.0,35.56857778253535,72.6861590433131,390
443,Aldaynerik,572,113.0,35.61346309279811,51.4430012488644,393
